<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
USDRUB;60;20150207;040000;65.6016000
USDRUB;60;20150207;050000;66.9839000
USDRUB;60;20150207;060000;66.9839000
USDRUB;60;20150209;010000;66.9778000
USDRUB;60;20150209;020000;66.9778000
USDRUB;60;20150209;030000;66.9778000
USDRUB;60;20150209;040000;66.9450000
USDRUB;60;20150209;050000;66.8501000
USDRUB;60;20150209;060000;66.8700000
USDRUB;60;20150209;070000;65.0706000
USDRUB;60;20150209;080000;65.0852000
USDRUB;60;20150209;090000;67.1250000
USDRUB;60;20150209;100000;67.1250000
USDRUB;60;20150209;110000;65.0647000
USDRUB;60;20150209;120000;65.0564000
USDRUB;60;20150209;130000;66.1903000
USDRUB;60;20150209;140000;65.5592000
USDRUB;60;20150209;150000;65.3316000
USDRUB;60;20150209;160000;65.7056000
USDRUB;60;20150209;170000;66.1000000
USDRUB;60;20150209;180000;66.0250000
USDRUB;60;20150209;190000;66.0692000
USDRUB;60;20150209;200000;66.0925000
USDRUB;60;20150209;210000;65.6816000
USDRUB;60;20150209;220000;65.6822000
USDRUB;60;20150209;230000;65.5903000
USDRUB;60;20150210;000000;65.6727000
USDRUB;60;20150210;010000;65.2341000
USDRUB;60;20150210;020000;65.6105000
USDRUB;60;20150210;030000;65.7500000
USDRUB;60;20150210;040000;65.6056000
USDRUB;60;20150210;050000;64.9790000
USDRUB;60;20150210;060000;64.2692000
USDRUB;60;20150210;070000;64.2691000
USDRUB;60;20150210;080000;65.9121000
USDRUB;60;20150210;090000;65.9540000
USDRUB;60;20150210;100000;64.9789000
USDRUB;60;20150210;110000;64.0296000
USDRUB;60;20150210;120000;65.1704000
USDRUB;60;20150210;130000;65.1600000
USDRUB;60;20150210;140000;65.4071000
USDRUB;60;20150210;150000;65.7290000
USDRUB;60;20150210;160000;65.4865000
USDRUB;60;20150210;170000;65.7558000
USDRUB;60;20150210;180000;65.9983000
USDRUB;60;20150210;190000;65.9180000
USDRUB;60;20150210;200000;65.9921000
USDRUB;60;20150210;210000;66.2210000
USDRUB;60;20150210;220000;66.2665000
USDRUB;60;20150210;230000;66.2733000
USDRUB;60;20150211;000000;66.2800000
USDRUB;60;20150211;010000;66.7867000
USDRUB;60;20150211;020000;66.5886000
USDRUB;60;20150211;030000;64.9630000
USDRUB;60;20150211;040000;65.1181000
USDRUB;60;20150211;050000;65.2253000
USDRUB;60;20150211;060000;66.4650000
USDRUB;60;20150211;070000;65.7329000
USDRUB;60;20150211;080000;66.2084000
USDRUB;60;20150211;090000;65.4750000
USDRUB;60;20150211;100000;65.6270000
USDRUB;60;20150211;110000;65.6270000
USDRUB;60;20150211;120000;65.6589000
USDRUB;60;20150211;130000;65.4850000
USDRUB;60;20150211;140000;66.3022000
USDRUB;60;20150211;150000;66.0844000
USDRUB;60;20150211;160000;66.0400000
USDRUB;60;20150211;170000;66.1660000
USDRUB;60;20150211;180000;65.7972000
USDRUB;60;20150211;190000;65.9550000
USDRUB;60;20150211;200000;66.1566000
USDRUB;60;20150211;210000;66.6662000
USDRUB;60;20150211;220000;66.7482000
USDRUB;60;20150211;230000;65.9816000
USDRUB;60;20150212;000000;65.7883000
USDRUB;60;20150212;010000;65.6040000
USDRUB;60;20150212;020000;65.0491000
USDRUB;60;20150212;030000;65.0945000
USDRUB;60;20150212;040000;64.2775000
USDRUB;60;20150212;050000;65.4600000
USDRUB;60;20150212;060000;65.5500000
USDRUB;60;20150212;070000;66.4274000
USDRUB;60;20150212;080000;65.6072000
USDRUB;60;20150212;090000;65.6076000
USDRUB;60;20150212;100000;65.6066000
USDRUB;60;20150212;110000;64.3573000
USDRUB;60;20150212;120000;64.9427000
USDRUB;60;20150212;130000;64.4274000
USDRUB;60;20150212;140000;66.1404000
USDRUB;60;20150212;150000;66.4525000
USDRUB;60;20150212;160000;64.4184000
USDRUB;60;20150212;170000;65.4782000
USDRUB;60;20150212;180000;65.5694000
USDRUB;60;20150212;190000;65.8160000
USDRUB;60;20150212;200000;66.3826000
USDRUB;60;20150212;210000;65.6396000
USDRUB;60;20150212;220000;65.9169000
USDRUB;60;20150212;230000;65.4397000
USDRUB;60;20150213;000000;65.3491000
USDRUB;60;20150213;010000;65.3991000
USDRUB;60;20150213;020000;65.2441000
USDRUB;60;20150213;030000;64.9622000
USDRUB;60;20150213;040000;64.8875000
USDRUB;60;20150213;050000;64.9975000
USDRUB;60;20150213;060000;65.0178000
USDRUB;60;20150213;070000;65.0197000
USDRUB;60;20150213;080000;64.9913000
USDRUB;60;20150213;090000;65.2433000
USDRUB;60;20150213;100000;65.1930000
USDRUB;60;20150213;110000;65.1946000
USDRUB;60;20150213;120000;65.0370000
USDRUB;60;20150213;130000;64.7495000
USDRUB;60;20150213;140000;65.2798000
USDRUB;60;20150213;150000;64.8986000
USDRUB;60;20150213;160000;64.7137000
USDRUB;60;20150213;170000;64.7491000
USDRUB;60;20150213;180000;64.7261000
USDRUB;60;20150213;190000;64.1357000
USDRUB;60;20150213;200000;63.3783000
USDRUB;60;20150213;210000;63.4086000
USDRUB;60;20150213;220000;63.0984000
USDRUB;60;20150213;230000;63.1630000
USDRUB;60;20150214;000000;63.1241000
USDRUB;60;20150214;010000;63.4656000
USDRUB;60;20150214;020000;63.2918000
USDRUB;60;20150214;030000;63.1669000
USDRUB;60;20150214;040000;62.0811000
USDRUB;60;20150214;050000;63.3344000
USDRUB;60;20150214;060000;63.3344000
USDRUB;60;20150216;010000;63.1173000
USDRUB;60;20150216;020000;63.3622000
USDRUB;60;20150216;030000;63.6700000
USDRUB;60;20150216;040000;63.2956000
USDRUB;60;20150216;050000;63.2903000
USDRUB;60;20150216;060000;62.4749000
USDRUB;60;20150216;070000;62.3863000
USDRUB;60;20150216;080000;63.3971000
USDRUB;60;20150216;090000;62.6857000
USDRUB;60;20150216;100000;63.2795000
USDRUB;60;20150216;110000;61.4865000
USDRUB;60;20150216;120000;61.4843000
USDRUB;60;20150216;130000;62.0282000
USDRUB;60;20150216;140000;62.3958000
USDRUB;60;20150216;150000;62.8683000
USDRUB;60;20150216;160000;62.3144000
USDRUB;60;20150216;170000;62.3582000
USDRUB;60;20150216;180000;62.1871000
USDRUB;60;20150216;190000;62.4429000
USDRUB;60;20150216;200000;62.2355000
USDRUB;60;20150216;210000;62.6999000
USDRUB;60;20150216;220000;63.0304000
USDRUB;60;20150216;230000;63.1191000
USDRUB;60;20150217;000000;62.9864000
USDRUB;60;20150217;010000;63.3231000
USDRUB;60;20150217;020000;63.1339000
USDRUB;60;20150217;030000;61.8734000
USDRUB;60;20150217;040000;62.9944000
USDRUB;60;20150217;050000;62.8656000
USDRUB;60;20150217;060000;62.8441000
USDRUB;60;20150217;070000;62.8441000
USDRUB;60;20150217;080000;62.8441000
USDRUB;60;20150217;090000;62.8441000
USDRUB;60;20150217;100000;62.8441000
USDRUB;60;20150217;110000;62.8441000
USDRUB;60;20150217;120000;63.1888000
USDRUB;60;20150217;130000;62.2168000
USDRUB;60;20150217;140000;62.6995000
USDRUB;60;20150217;150000;62.9859000
USDRUB;60;20150217;160000;62.5966000
USDRUB;60;20150217;170000;62.3348000
USDRUB;60;20150217;180000;62.2396000
USDRUB;60;20150217;190000;62.4305000
USDRUB;60;20150217;200000;62.8291000
USDRUB;60;20150217;210000;62.9734000
USDRUB;60;20150217;220000;63.1943000
USDRUB;60;20150217;230000;62.7842000
USDRUB;60;20150218;000000;62.4908000
USDRUB;60;20150218;010000;62.4141000
USDRUB;60;20150218;020000;62.3949000
USDRUB;60;20150218;030000;62.1241000
USDRUB;60;20150218;040000;62.2059000
USDRUB;60;20150218;050000;62.5250000
USDRUB;60;20150218;060000;61.7701000
USDRUB;60;20150218;070000;62.4665000
USDRUB;60;20150218;080000;62.5147000
USDRUB;60;20150218;090000;62.5158000
USDRUB;60;20150218;100000;61.7701000
USDRUB;60;20150218;110000;62.5250000
USDRUB;60;20150218;120000;62.0899000
USDRUB;60;20150218;130000;62.2241000
USDRUB;60;20150218;140000;62.3197000
USDRUB;60;20150218;150000;62.4156000
USDRUB;60;20150218;160000;62.5249000
USDRUB;60;20150218;170000;62.4852000
USDRUB;60;20150218;180000;62.2721000
USDRUB;60;20150218;190000;62.1293000
USDRUB;60;20150218;200000;61.5741000
USDRUB;60;20150218;210000;61.5146000
USDRUB;60;20150218;220000;61.3201000
USDRUB;60;20150218;230000;61.4056000
USDRUB;60;20150219;000000;61.4891000
USDRUB;60;20150219;010000;61.3951000
USDRUB;60;20150219;020000;61.5101000
USDRUB;60;20150219;030000;61.2346000
USDRUB;60;20150219;040000;61.1364000
USDRUB;60;20150219;050000;61.2266000
USDRUB;60;20150219;060000;61.2341000
USDRUB;60;20150219;070000;61.2236000
USDRUB;60;20150219;080000;61.1901000
USDRUB;60;20150219;090000;61.1766000
USDRUB;60;20150219;100000;60.2302000
USDRUB;60;20150219;110000;60.2292000
USDRUB;60;20150219;120000;61.0493000
USDRUB;60;20150219;130000;61.9561000
USDRUB;60;20150219;140000;62.2101000
USDRUB;60;20150219;150000;62.1441000
USDRUB;60;20150219;160000;61.8882000
USDRUB;60;20150219;170000;62.0391000
USDRUB;60;20150219;180000;61.9374000
USDRUB;60;20150219;190000;62.0550000
USDRUB;60;20150219;200000;62.2061000
USDRUB;60;20150219;210000;62.4436000
USDRUB;60;20150219;220000;62.4196000
USDRUB;60;20150219;230000;61.8646000
USDRUB;60;20150220;000000;61.9106000
USDRUB;60;20150220;010000;61.7051000
USDRUB;60;20150220;020000;61.7766000
USDRUB;60;20150220;030000;61.8488000
USDRUB;60;20150220;040000;61.7426000
USDRUB;60;20150220;050000;61.7991000
USDRUB;60;20150220;060000;61.7916000
USDRUB;60;20150220;070000;61.7961000
USDRUB;60;20150220;080000;61.7851000
USDRUB;60;20150220;090000;61.7786000
USDRUB;60;20150220;100000;61.8376000
USDRUB;60;20150220;110000;61.8561000
USDRUB;60;20150220;120000;61.8436000
USDRUB;60;20150220;130000;62.2236000
USDRUB;60;20150220;140000;61.6799000
USDRUB;60;20150220;150000;61.5756000
USDRUB;60;20150220;160000;61.9026000
USDRUB;60;20150220;170000;62.1085000
USDRUB;60;20150220;180000;62.2002000
USDRUB;60;20150220;190000;61.9986000
USDRUB;60;20150220;200000;62.1027000
USDRUB;60;20150220;210000;62.1376000
USDRUB;60;20150220;220000;62.0026000
USDRUB;60;20150220;230000;61.9386000
USDRUB;60;20150221;000000;61.8971000
USDRUB;60;20150221;010000;61.9436000
USDRUB;60;20150221;020000;61.9271000
USDRUB;60;20150221;030000;61.6592000
USDRUB;60;20150221;040000;61.1448000
USDRUB;60;20150221;050000;61.9703000
USDRUB;60;20150221;060000;61.9703000
USDRUB;60;20150223;010000;62.0180000
USDRUB;60;20150223;020000;61.9450000
USDRUB;60;20150223;030000;61.9815000
USDRUB;60;20150223;040000;61.9450000
USDRUB;60;20150223;050000;62.2004000
USDRUB;60;20150223;060000;60.4536000
USDRUB;60;20150223;070000;61.8031000
USDRUB;60;20150223;080000;61.9491000
USDRUB;60;20150223;090000;61.9491000
USDRUB;60;20150223;100000;61.4441000
USDRUB;60;20150223;110000;61.8841000
USDRUB;60;20150223;120000;62.0961000
USDRUB;60;20150223;130000;62.9137000
USDRUB;60;20150223;140000;63.1491000
USDRUB;60;20150223;150000;64.0637000
USDRUB;60;20150223;160000;63.9211000
USDRUB;60;20150223;170000;64.0882000
USDRUB;60;20150223;180000;64.2073000
USDRUB;60;20150223;190000;64.1810000
USDRUB;60;20150223;200000;64.0797000
USDRUB;60;20150223;210000;63.7491000
USDRUB;60;20150223;220000;63.1543000
USDRUB;60;20150223;230000;63.2441000
USDRUB;60;20150224;000000;63.4941000
USDRUB;60;20150224;010000;63.4991000
USDRUB;60;20150224;020000;63.5651000
USDRUB;60;20150224;030000;63.5841000
USDRUB;60;20150224;040000;63.3800000
USDRUB;60;20150224;050000;63.3712000
USDRUB;60;20150224;060000;63.3712000
USDRUB;60;20150224;070000;63.3712000
USDRUB;60;20150224;080000;63.3712000
USDRUB;60;20150224;090000;63.2141000
USDRUB;60;20150224;100000;63.0341000
USDRUB;60;20150224;110000;63.0341000
USDRUB;60;20150224;120000;63.6541000
USDRUB;60;20150224;130000;63.4241000
USDRUB;60;20150224;140000;63.2970000
USDRUB;60;20150224;150000;63.1762000
USDRUB;60;20150224;160000;63.1816000
USDRUB;60;20150224;170000;63.0570000
USDRUB;60;20150224;180000;62.9934000
USDRUB;60;20150224;190000;63.1459000
USDRUB;60;20150224;200000;63.0332000
USDRUB;60;20150224;210000;63.0477000
USDRUB;60;20150224;220000;62.8179000
USDRUB;60;20150224;230000;62.8498000
USDRUB;60;20150225;000000;62.8174000
USDRUB;60;20150225;010000;62.8229000
USDRUB;60;20150225;020000;62.8795000
USDRUB;60;20150225;030000;62.7171000
USDRUB;60;20150225;040000;61.9287000
USDRUB;60;20150225;050000;62.7241000
USDRUB;60;20150225;060000;62.8700000
USDRUB;60;20150225;070000;62.6445000
USDRUB;60;20150225;080000;62.7889000
USDRUB;60;20150225;090000;62.8054000
USDRUB;60;20150225;100000;62.6471000
USDRUB;60;20150225;110000;62.5946000
USDRUB;60;20150225;120000;62.5916000
USDRUB;60;20150225;130000;62.3641000
USDRUB;60;20150225;140000;62.5809000
USDRUB;60;20150225;150000;62.5742000
USDRUB;60;20150225;160000;62.3307000
USDRUB;60;20150225;170000;62.3690000
USDRUB;60;20150225;180000;62.2429000
USDRUB;60;20150225;190000;62.1539000
USDRUB;60;20150225;200000;61.8485000
USDRUB;60;20150225;210000;61.9429000
USDRUB;60;20150225;220000;62.2491000
USDRUB;60;20150225;230000;61.9649000
USDRUB;60;20150226;000000;61.9568000
USDRUB;60;20150226;010000;61.7022000
USDRUB;60;20150226;020000;61.4049000
USDRUB;60;20150226;030000;61.2391000
USDRUB;60;20150226;040000;61.0639000
USDRUB;60;20150226;050000;61.2351000
USDRUB;60;20150226;060000;61.2366000
USDRUB;60;20150226;070000;60.3199000
USDRUB;60;20150226;080000;61.9750000
USDRUB;60;20150226;090000;61.9750000
USDRUB;60;20150226;100000;60.9901000
USDRUB;60;20150226;110000;60.8141000
USDRUB;60;20150226;120000;60.9131000
USDRUB;60;20150226;130000;59.9443000
USDRUB;60;20150226;140000;60.5707000
USDRUB;60;20150226;150000;60.6144000
USDRUB;60;20150226;160000;60.0162000
USDRUB;60;20150226;170000;60.4049000
USDRUB;60;20150226;180000;60.5113000
USDRUB;60;20150226;190000;60.7267000
USDRUB;60;20150226;200000;60.9139000
USDRUB;60;20150226;210000;60.7790000
USDRUB;60;20150226;220000;60.8959000
USDRUB;60;20150226;230000;61.0245000
USDRUB;60;20150227;000000;61.0534000
USDRUB;60;20150227;010000;61.2396000
USDRUB;60;20150227;020000;61.1296000
USDRUB;60;20150227;030000;60.9701000
USDRUB;60;20150227;040000;60.3858000
USDRUB;60;20150227;050000;60.6341000
USDRUB;60;20150227;060000;60.6341000
USDRUB;60;20150227;070000;60.6441000
USDRUB;60;20150227;080000;60.6441000
USDRUB;60;20150227;090000;60.6941000
USDRUB;60;20150227;100000;60.9621000
USDRUB;60;20150227;110000;60.9671000
USDRUB;60;20150227;120000;60.9916000
USDRUB;60;20150227;130000;60.1952000
USDRUB;60;20150227;140000;60.9996000
USDRUB;60;20150227;150000;61.1763000
USDRUB;60;20150227;160000;61.1039000
USDRUB;60;20150227;170000;61.2179000
USDRUB;60;20150227;180000;61.3534000
USDRUB;60;20150227;190000;61.2839000
USDRUB;60;20150227;200000;61.8659000
USDRUB;60;20150227;210000;61.8812000
USDRUB;60;20150227;220000;61.7956000
USDRUB;60;20150227;230000;61.9064000
USDRUB;60;20150228;000000;61.7859000
USDRUB;60;20150228;010000;61.8239000
USDRUB;60;20150228;020000;61.6056000
USDRUB;60;20150228;030000;61.6407000
USDRUB;60;20150228;040000;60.5479000
USDRUB;60;20150228;050000;61.5268000
USDRUB;60;20150228;060000;61.5268000
USDRUB;60;20150302;010000;61.7950000
USDRUB;60;20150302;020000;61.7432000
USDRUB;60;20150302;030000;61.6494000
USDRUB;60;20150302;040000;63.8534000
USDRUB;60;20150302;050000;61.0400000
USDRUB;60;20150302;060000;61.0400000
USDRUB;60;20150302;070000;61.7129000
USDRUB;60;20150302;080000;61.0400000
USDRUB;60;20150302;090000;61.7038000
USDRUB;60;20150302;100000;61.5391000
USDRUB;60;20150302;110000;61.6463000
USDRUB;60;20150302;120000;60.9991000
USDRUB;60;20150302;130000;61.3633000
USDRUB;60;20150302;140000;62.2912000
USDRUB;60;20150302;150000;62.0528000
USDRUB;60;20150302;160000;61.9964000
USDRUB;60;20150302;170000;62.0902000
USDRUB;60;20150302;180000;62.2227000
USDRUB;60;20150302;190000;62.3239000
USDRUB;60;20150302;200000;62.3282000
USDRUB;60;20150302;210000;62.1959000
USDRUB;60;20150302;220000;62.2029000
USDRUB;60;20150302;230000;62.2116000
USDRUB;60;20150303;000000;62.1866000
USDRUB;60;20150303;010000;62.2349000
USDRUB;60;20150303;020000;62.5266000
USDRUB;60;20150303;030000;62.5451000
USDRUB;60;20150303;040000;62.1831000
USDRUB;60;20150303;050000;62.4846000
USDRUB;60;20150303;060000;62.4911000
USDRUB;60;20150303;070000;62.4761000
USDRUB;60;20150303;080000;62.4481000
USDRUB;60;20150303;090000;62.4386000
USDRUB;60;20150303;100000;62.4496000
USDRUB;60;20150303;110000;62.2486000
USDRUB;60;20150303;120000;62.1366000
USDRUB;60;20150303;130000;62.2011000
USDRUB;60;20150303;140000;62.3699000
USDRUB;60;20150303;150000;62.3546000
USDRUB;60;20150303;160000;62.1316000
USDRUB;60;20150303;170000;62.2491000
USDRUB;60;20150303;180000;62.1591000
USDRUB;60;20150303;190000;62.3535000
USDRUB;60;20150303;200000;62.2119000
USDRUB;60;20150303;210000;62.1416000
USDRUB;60;20150303;220000;62.1066000
USDRUB;60;20150303;230000;61.8166000
USDRUB;60;20150304;000000;61.9166000
USDRUB;60;20150304;010000;61.9966000
USDRUB;60;20150304;020000;61.8666000
USDRUB;60;20150304;030000;61.8446000
USDRUB;60;20150304;040000;61.4741000
USDRUB;60;20150304;050000;61.8311000
USDRUB;60;20150304;060000;61.8261000
USDRUB;60;20150304;070000;61.8276000
USDRUB;60;20150304;080000;61.8361000
USDRUB;60;20150304;090000;61.8031000
USDRUB;60;20150304;100000;61.9381000
USDRUB;60;20150304;110000;61.9406000
USDRUB;60;20150304;120000;61.6836000
USDRUB;60;20150304;130000;61.7916000
USDRUB;60;20150304;140000;61.7661000
USDRUB;60;20150304;150000;61.7146000
USDRUB;60;20150304;160000;61.7466000
USDRUB;60;20150304;170000;61.8871000
USDRUB;60;20150304;180000;61.7886000
USDRUB;60;20150304;190000;61.7839000
USDRUB;60;20150304;200000;61.7737000
USDRUB;60;20150304;210000;61.8633000
USDRUB;60;20150304;220000;62.1824000
USDRUB;60;20150304;230000;62.0919000
USDRUB;60;20150305;000000;62.0399000
USDRUB;60;20150305;010000;62.0259000
USDRUB;60;20150305;020000;61.9724000
USDRUB;60;20150305;030000;61.8330000
USDRUB;60;20150305;040000;61.4937000
USDRUB;60;20150305;050000;61.7846000
USDRUB;60;20150305;060000;61.7891000
USDRUB;60;20150305;070000;61.7861000
USDRUB;60;20150305;080000;61.7086000
USDRUB;60;20150305;090000;61.7081000
USDRUB;60;20150305;100000;61.7221000
USDRUB;60;20150305;110000;61.6756000
USDRUB;60;20150305;120000;61.6921000
USDRUB;60;20150305;130000;61.8154000
USDRUB;60;20150305;140000;61.7944000
USDRUB;60;20150305;150000;61.8541000
USDRUB;60;20150305;160000;61.7216000
USDRUB;60;20150305;170000;61.6239000
USDRUB;60;20150305;180000;61.4861000
USDRUB;60;20150305;190000;61.2649000
USDRUB;60;20150305;200000;60.8123000
USDRUB;60;20150305;210000;60.7182000
USDRUB;60;20150305;220000;60.7979000
USDRUB;60;20150305;230000;60.8154000
USDRUB;60;20150306;000000;60.8206000
USDRUB;60;20150306;010000;60.8164000
USDRUB;60;20150306;020000;60.7616000
USDRUB;60;20150306;030000;60.8299000
USDRUB;60;20150306;040000;60.6096000
USDRUB;60;20150306;050000;60.7456000
USDRUB;60;20150306;060000;60.7446000
USDRUB;60;20150306;070000;60.7751000
USDRUB;60;20150306;080000;60.7576000
USDRUB;60;20150306;090000;60.5986000
USDRUB;60;20150306;100000;60.4936000
USDRUB;60;20150306;110000;60.4026000
USDRUB;60;20150306;120000;59.7981000
USDRUB;60;20150306;130000;60.3049000
USDRUB;60;20150306;140000;59.8864000
USDRUB;60;20150306;150000;59.5356000
USDRUB;60;20150306;160000;59.6639000
USDRUB;60;20150306;170000;59.7601000
USDRUB;60;20150306;180000;59.5549000
USDRUB;60;20150306;190000;59.5069000
USDRUB;60;20150306;200000;59.7691000
USDRUB;60;20150306;210000;60.1303000
USDRUB;60;20150306;220000;60.3566000
USDRUB;60;20150306;230000;60.4978000
USDRUB;60;20150307;000000;60.4881000
USDRUB;60;20150307;010000;60.3541000
USDRUB;60;20150307;020000;60.3201000
USDRUB;60;20150307;030000;60.1589000
USDRUB;60;20150307;040000;59.7167000
USDRUB;60;20150307;050000;60.3591000
USDRUB;60;20150307;060000;60.3591000
USDRUB;60;20150309;010000;60.4345000
USDRUB;60;20150309;020000;60.4570000
USDRUB;60;20150309;030000;60.4079000
USDRUB;60;20150309;040000;60.4644000
USDRUB;60;20150309;050000;60.3862000
USDRUB;60;20150309;060000;60.7830000
USDRUB;60;20150309;070000;60.7877000
USDRUB;60;20150309;080000;60.1440000
USDRUB;60;20150309;090000;60.1415000
USDRUB;60;20150309;100000;60.1648000
USDRUB;60;20150309;110000;60.1645000
USDRUB;60;20150309;120000;60.6481000
USDRUB;60;20150309;130000;59.8491000
USDRUB;60;20150309;140000;60.1449000
USDRUB;60;20150309;150000;60.5958000
USDRUB;60;20150309;160000;60.7828000
USDRUB;60;20150309;170000;60.8491000
USDRUB;60;20150309;180000;60.8991000
USDRUB;60;20150309;190000;60.9466000
USDRUB;60;20150309;200000;60.7090000
USDRUB;60;20150309;210000;60.4991000
USDRUB;60;20150309;220000;60.2491000
USDRUB;60;20150309;230000;60.2810000
